Video Name,Video URL,Complexity Level,Cleaned Video Name,Frame Rate (fps),Scene Transition Rate (Per Min),Average Scene Duration (in Mins),Average Motion Intensity,Average Texture Contrast,Average Texture Homogeneity,Dominant Color Standard Deviation (R),Dominant Color Standard Deviation (G),Dominant Color Standard Deviation (B),Bit Rate (Mbps),Compression Ratio,Average PSNR (dB),Average SSIM,Average Color Standard Deviation (R),Average Color Standard Deviation (G),Average Color Standard Deviation (B)
Heredity and Evolution - Human Evolution,https://www.youtube.com/watch?v=P0DQgZSzgyM,0,HeredityandEvolutionHumanEvolution,25.0,3.673469387755102,0.2333333333333333,5.267759728063013,2178.355929733789,0.0795526240689828,47.09367188588216,41.594064749761245,32.33087865007251,0.5380294693877552,0.1775374866955191,17.617358063539537,0.6248950859298579,31.375494300559964,25.70277228651022,20.11025444182463
Structure of Human Ear | Learn with BYJU'S,https://www.youtube.com/watch?v=MgeSuTAIBKY,0,StructureofHumanEarLearnwithBYJUS,25.0,1.348314606741573,0.5933333333333334,2.044252233527138,3818.5854040186655,0.1556250237340253,46.06732837755494,42.44003954041983,44.128808672214745,0.294811595505618,0.1766942803305192,26.93046213438537,0.8434612266336624,43.51629840427617,39.07738209777792,43.06538622960324
The Process of Farming | Learn with BYJU'S,https://www.youtube.com/watch?v=Kxwdt0-wDyo,0,TheProcessofFarmingLearnwithBYJUS,25.0,7.546306883146581,0.1267536231884058,3.910172886300957,3400.382818721197,0.0999792511859288,57.80121148366693,52.51922749948686,56.14946351534646,0.4075321747084381,0.2400265587243278,20.214011826093387,0.78533314913163,31.174478723608754,45.36552626515363,43.18772786232751
"General English for GATE, PSUs, and Placements",https://www.youtube.com/watch?v=_8gNaALlD5Y,0,GeneralEnglishforGATEPSUsandPlacements,30.0,0.3264713884102657,2.042037037037037,0.1431697276053049,3032.815725559912,0.6732530123193764,43.488251229933326,43.43111846406552,47.07364745267832,0.1794609086786977,0.2221078510585576,38.983277124713055,0.9860543059384632,39.973605740311484,38.8276684481392,44.465002166652056
Parts of Speech: Nouns,https://www.youtube.com/watch?v=rEGircBQASI,0,PartsofSpeechNouns,30.0,0.0938086303939962,5.33,0.1063060208519183,2472.690713166268,0.6116509521239236,33.29372697460242,33.27859657849734,35.993089614535705,0.1817598373983739,0.3914391940409286,50.412931076270375,0.9891988884509816,30.45263477003737,29.775602459112882,34.327732953537456
Nouns (Solved Questions),https://www.youtube.com/watch?v=8b8Xi0nYJB0,0,NounsSolvedQuestions,30.0,0.9371513573819265,0.9336805555555556,0.1252809550553826,2404.614107818001,0.7312933788841124,39.78474978362502,39.63923663501285,42.81986241638394,0.1831992740795834,0.2764529497824992,39.26582700774423,0.9758017873568596,37.12237503978942,35.678066623204714,40.32300832385165
Parts of Speech: Pronouns (Part 3),https://www.youtube.com/watch?v=GBdZy6TZaNA,0,PartsofSpeechPronounsPart3,30.0,0.1407239465249003,3.5530555555555554,0.1181502587612111,2009.6842979314604,0.6603030700198679,28.967721955867205,28.999530685421,33.060030506621736,0.1803251098428582,0.2588793309817583,37.01343882735204,0.9871010244149018,37.09078291493361,36.179269584846466,41.937169630881975
Pronouns (Solved Questions),https://www.youtube.com/watch?v=6KOe1RHK_UQ,0,PronounsSolvedQuestions,30.0,0.7574562095628846,1.1735185185185186,0.0971132319509043,2860.895942421076,0.7081821231783458,32.49535070854876,32.217874300371115,35.100337253759406,0.1845707558781757,0.393826128277755,39.68589291613797,0.9810996586944692,31.10878365004923,30.09105634765785,33.83420594369015
Articles (Part 1),https://www.youtube.com/watch?v=8mWg9Hymg7k,0,ArticlesPart1,30.0,0.0944881889763779,5.291666666666667,0.0979396331430151,1948.053426165225,0.6762420241446552,30.481300630704244,30.39134151016153,33.539134190182025,0.1740853417322834,0.3722149886120136,38.79784879638111,0.9904814460966592,30.264543646691127,29.64790804970251,34.06554677746963
Articles (Part 2),https://www.youtube.com/watch?v=6El9aRj5AVc,0,ArticlesPart2,30.0,0.1470948761951458,3.3991666666666664,0.1295216130128136,1874.5949247287133,0.6659510319256916,31.86296945622356,31.85675056732816,36.064405774925895,0.1748937288551115,0.2402071168901456,37.891841101804616,0.9873857402359087,37.69356205275944,36.792216944770914,42.34797255801074
Articles (Part 3),https://www.youtube.com/watch?v=F5iLg8O7N4o,0,ArticlesPart3,30.0,0.3369839932603201,1.9783333333333333,0.1447871821369875,2195.6378395793795,0.6822379532609253,26.941253648364707,26.868333905702208,32.073299325018404,0.1819465768042684,0.2181593297728293,37.8482621396624,0.9861528874051736,40.648146118783856,39.48205806718784,45.53133490712502
Articles (Part 4),https://www.youtube.com/watch?v=bEE1N5hdrj8,0,ArticlesPart4,30.0,0.1604135103823188,3.1169444444444445,0.1651291784137929,2041.2524125672048,0.7090279674332322,45.24533624093814,45.111425820467566,46.04928652360777,0.1758564120844844,0.2214758840097359,38.7135050477495,0.9837228208522456,39.13336144843885,38.16737433648853,43.7618042718549
Articles (Solved Questions),https://www.youtube.com/watch?v=UOU9mOIDpGg,0,ArticlesSolvedQuestions,30.0,0.2017145738779627,3.305,0.1009088735991359,2237.8686106753207,0.7025180584948794,27.952282925625,27.87461915526972,31.35146069943368,0.179497273491343,0.3595503808058723,38.75946657013559,0.9917756806717076,31.738007553829373,31.030198387204642,34.74712358480757
Adjectives (Part 1),https://www.youtube.com/watch?v=BpoHDCo8RU4,0,AdjectivesPart1,30.0,0.1486497646378726,3.363611111111111,0.1327838436821096,1998.5223239130887,0.6832200022183945,41.78986338922398,41.762320121999394,45.20261565292979,0.1790552415558675,0.2433503589923556,37.67442007195252,0.9863124937088616,38.327877023882486,37.420220717331524,43.03209209424259
Adjectives (Part 2),https://www.youtube.com/watch?v=Q2VPDMelExs,0,AdjectivesPart2,30.0,0.2343444863950006,2.133611111111111,0.2054088263533273,1966.3781420037355,0.6749530690304689,48.72789879774548,48.64660097479578,52.88538402536309,0.1796016768649915,0.1548334623656632,36.64746702583676,0.9784040368023764,46.75681577249089,45.585784246009176,52.31046415048083
Five Steps to Create a New AI Model,https://www.youtube.com/watch?v=jcgaNrC4ElU,0,FiveStepstoCreateaNewAIModel,29.97002997002997,0.5769939991021332,1.3864962222222226,1.7216082417860068,17731.70404080317,0.4703636320533535,26.38614284701135,13.408540016566969,14.27900159062577,0.4155391920769748,0.5819824176805746,22.964632679073656,0.8651738258688755,25.786628553207542,10.12104787693849,4.455597999651724
How Large Language Models Work,https://www.youtube.com/watch?v=5sLYAQS9sWQ,0,HowLargeLanguageModelsWork,29.97002997002997,0.5400545995200114,1.3887484722222223,1.875399359472668,13429.942666666657,0.621733766721343,56.3194253589099,22.462488229083483,1.4961127254069302,0.359926876607225,0.4039308668292345,25.326149113730285,0.8739858860612107,54.52922905452131,20.373892251349343,2.815337816115966
Why Are There So Many Foundation Models?,https://www.youtube.com/watch?v=QPQy7jUpmyA,0,WhyAreThereSoManyFoundationModels,29.97002997002997,0.9581211627247432,0.8697577777777776,2.3328587944293537,10359.76831752788,0.6577322647056103,0.625889094784109,0.4691764114977747,0.5471239458311189,0.4219133807369101,0.4448176883754616,19.950582497327748,0.8603255852742688,5.581395494231169,4.285044911056033,4.18915663631893
What are Convolutional Neural Networks (CNNs)?,https://www.youtube.com/watch?v=QzY57FaENXg,0,WhatareConvolutionalNeuralNetworksCNNs,29.97002997002997,0.9465880671355316,0.9055077777777776,2.05577164866623,14249.5525019317,0.4702473515680712,42.01044822795075,16.480765467508224,10.941266403883768,0.3732406845654784,0.4779565093212109,23.66782910436529,0.8542506561916013,37.1710015687542,13.641872899973245,4.012561178240605
What are GANs (Generative Adversarial Networks)?,https://www.youtube.com/watch?v=TpMIssRdhco,0,WhatareGANsGenerativeAdversarialNetworks,29.97002997002997,0.0,8.373365,2.0780353983334483,10002.02102575411,0.6605688649724079,35.26727597132885,12.861598126241804,2.9967184962158564,0.3756219074808435,0.6354188802640767,23.97437676520436,0.8729985774960656,34.89755310207122,13.080564836519416,1.9798319255515318
What are Transformers (Machine Learning Model)?,https://www.youtube.com/watch?v=ZXiruGOCn9s,0,WhatareTransformersMachineLearningModel,29.97002997002997,0.1714369146917531,2.9165247222222224,1.5598238438842396,10829.059185514496,0.6741121442926176,42.66545101121679,20.95812424398373,24.610172124989376,0.2995372060487896,0.3529844799441307,24.85875057765567,0.8933622965263824,40.51630131623125,15.441654118405769,2.732265364511145
What is LSTM (Long Short Term Memory)?,https://www.youtube.com/watch?v=b61DPVFX03I,0,WhatisLSTMLongShortTermMemory,29.97002997002997,9.383805463286295,0.1052176300984528,1.7646436409714377,6990.748365147926,0.5432766148913318,35.38813875596598,12.866413785110527,3.395859289618044,0.3116139149537156,0.5232890268609834,25.65695113943785,0.8843952707128238,34.95483770488943,12.808365770250647,2.4405185719263462
What is NLP (Natural Language Processing)?,https://www.youtube.com/watch?v=fLvJ8VdHLA0,0,WhatisNLPNaturalLanguageProcessing,29.97002997002997,0.0,9.616273333333334,1.0172813101108371,10286.004661783378,0.6904090180148641,5.982642277398113,5.841826634973974,9.735067280199727,0.3364774989063677,0.6536902460690214,27.61735942723796,0.88781050846269,3.839128288875801,3.772014816992381,3.23117141649256
NLP vs NLU vs NLG,https://www.youtube.com/watch?v=1I6bQ12VxV0,0,NLPvsNLUvsNLG,29.97002997002997,0.0,6.792341111111111,1.581215377240848,10786.411491206916,0.6868163304180795,39.36203390538993,14.643654783308932,2.8233918466504533,0.3695838139263717,0.5071560483443344,22.31700957424081,0.9003572277399847,37.167594390137566,13.638373221175142,2.6378501459839616
What is Random Forest?,https://www.youtube.com/watch?v=gkXX4h3qYm4,0,WhatisRandomForest,29.97002997002997,0.1870204678317003,2.6735041666666666,2.041084866004802,12559.502922992364,0.6471959096647338,60.064266988721656,23.69678814827139,1.332251762904421,0.3185189724472095,0.3440767641843281,27.178612233461344,0.8874643570860394,59.3283910967634,22.585705402222835,1.7111874952188144
What are Autoencoders?,https://www.youtube.com/watch?v=qiUEgSCyY5o,0,WhatareAutoencoders,29.97002997002997,0.4012947552336082,1.6612892592592592,1.9946087603306808,10019.597873731786,0.6745749974085905,52.90752696913356,23.71265748223778,13.771907719980508,0.367965379855583,0.3704952549136239,23.621283923279528,0.8704247372717605,50.12913367003998,18.923696638541486,4.005325378265342
What is a Knowledge Graph?,https://www.youtube.com/watch?v=y7sXDpffzQQ,0,WhatisaKnowledgeGraph,29.97002997002997,0.0,5.597814444444444,2.055320667123996,10978.73476101918,0.6676255200450874,43.19764076036094,15.807668197031909,2.4516664773815697,0.3391084655459779,0.3835008302362386,24.445359100904536,0.8702697626978795,42.986611087313925,15.986625645114342,2.1161480993323005
Homogenous vs Heterogenous Grade 10,https://www.youtube.com/watch?v=4ZGWxQEYzhI,0,HomogenousvsHeterogenousGrade10,24.0,0.6696636180437141,1.1199652777777778,0.1611121444665668,7321.262216711389,0.4623763206679339,43.92429109201469,43.70896441254359,59.04315956901404,0.1892522660052704,0.1712832190458237,51.8325473517794,0.992090625018794,5.8014104242239375,5.918835062538992,6.545262615210395
Naming Metal and Non metal Grade 10,https://www.youtube.com/watch?v=4kr8EIXgMYk,0,NamingMetalandNonmetalGrade10,24.0,0.0,8.46875,0.0320842870745836,2634.144083809971,0.671223460913014,2.2918510508041265,7.733955882398397,14.877021566997696,0.1578179699876998,0.2700131675739515,46.71203812817445,0.99655919336718,1.9677861123138882,1.8474427662875623,0.577430157829561
Naming Metal and Non metal Grade 10,https://www.youtube.com/watch?v=AkXIYQusF38,0,NamingMetalandNonmetalGrade10,24.0,0.0,8.46875,0.0320842870745836,2634.144083809971,0.671223460913014,2.2918510508041265,7.733955882398397,14.877021566997696,0.1578179699876998,0.2700131675739515,46.71203812817445,0.99655919336718,1.9677861123138882,1.8474427662875623,0.577430157829561
Naming Non Metals Grade 10,https://www.youtube.com/watch?v=GQws_qYdCz8,0,NamingNonMetalsGrade10,25.0,0.0,9.048666666666666,0.0201699644838872,2227.0245315191846,0.7353061984237526,80.94516310826612,81.57133324646139,67.91782136509315,0.1826505120459736,0.3338986494664025,48.56537295514998,0.997404072033018,0.866481021761654,0.8206891366144582,0.2844705363249384
Kinetic Energy Grade 10,https://www.youtube.com/watch?v=dIQznq0k-gw,0,KineticEnergyGrade10,24.0,0.0,2.734027777777777,0.0617974295803565,1249.849018328446,0.7854162011441719,38.1507069016847,39.01444906693333,39.273701821054665,0.1600379253238506,0.0883964886002556,47.992827817495815,0.9959177942158512,2.6959478146978766,2.6754606299332235,0.8359388258570265
Isotopes Grade 10 | Part 1,https://www.youtube.com/watch?v=vgEt7DCYVVo,0,IsotopesGrade10Part1,24.0,0.0,6.290972222222222,0.0843548483222181,1750.0945695191183,0.8494001544173221,28.127797273868666,28.127797273868666,28.127797273868666,0.1464723470581742,0.1861583781453667,48.806556438815896,0.994924883066297,4.875718828258748,4.875718828258748,4.875718828258748
Periodic Table Grade 10,https://www.youtube.com/watch?v=WRNsXTyeZI0,0,PeriodicTableGrade10,24.0,0.0,2.0548611111111112,0.0777129651282848,2161.9024491090004,0.7384945647989943,88.68614460589232,74.09210938944385,56.86812702180143,0.1766063886448124,0.0733158816220475,51.236920603211146,0.9939455512144972,5.167188757358551,4.3679855358028075,5.095254666835006
Lewis Diagrams Grade 10,https://www.youtube.com/watch?v=d2JrfO1mNYU,0,LewisDiagramsGrade10,24.0,0.0,4.05,0.0144788266535762,1995.3693801647755,0.7239183903034151,83.69984655117052,85.06273977510605,64.50599628489694,0.1771641481481481,0.1449572835690641,52.64209302413335,0.9979947726794508,1.373869426939306,1.3462845531761845,0.41089124044459546
Isotopes Grade 10,https://www.youtube.com/watch?v=zU8dXfKkVFg,0,IsotopesGrade10,25.0,0.0,7.895333333333334,0.023644362103882,2997.441258326104,0.5694322288978939,78.08713114681395,79.79610615988418,66.07544659265206,0.1651512623490669,0.2634277643830957,50.6879292454949,0.9974043218097572,1.902052618888397,1.9603210202073946,1.7249606877548505
Ionisation Energy Grade 10,https://www.youtube.com/watch?v=VKt_iaAyRyk,0,IonisationEnergyGrade10,25.0,0.0,7.0520000000000005,0.0159815777557126,2017.114131507245,0.7119480365839329,2.9121886660428724,3.113206653802038,1.6918582388790162,0.1528813008130081,0.2178090151455788,54.32512842144725,0.9982663714350908,2.1671958453762334,2.1678715565442466,2.4219983583493514
Are you ready for 5th grade math?,https://www.youtube.com/watch?v=bdBOVJlHtJE,1,Areyoureadyfor5thgrademath,29.909,1.2581911057692308,0.695442843291317,0.2798279217123932,3013.64678221424,0.2082803272756863,2.399352289549769,2.3192499638622595,1.892742526101036,0.2305913920608974,0.2591813207769221,55.471218296864734,0.9819071756962612,1.7568215751029432,1.764475511832373,2.436199448779675
"5th Grade Math 1.10, Numerical Expressions from Words",https://www.youtube.com/watch?v=eQgoDAsUW7Y,1,5thGradeMath110NumericalExpressionsfromWords,29.97002997002997,1.4344302793568908,0.6535695833333333,0.4617861471107612,2865.384952796487,0.1467724779158342,4.438674753391709,3.960487512360319,4.29805426691128,0.2622898607455085,0.5541183033372337,41.08439949860203,0.9718595666608656,1.9656767645317201,2.055153066988834,2.61002750237124
"5th Grade Math 2.7, Interpret the Remainder in Division",https://www.youtube.com/watch?v=FkRmFMwYcTA,1,5thGradeMath27InterprettheRemainderinDivision,29.90700104493208,1.4241429069015277,0.655364941825932,0.7282722432901053,2995.27759149551,0.1501384399758757,2.966474486684076,2.3238773763184795,2.714228595065727,0.2507124513760642,0.4979199715459941,42.3050260809329,0.9657105050420968,2.6237221297360547,2.1998413806723653,2.4451773314549117
"5th Grade Math 3.2, Place Value of Decimals, Read/Write Standard, Expanded, Word Forms",https://www.youtube.com/watch?v=Xbi5aqiRoSU,1,5thGradeMath32PlaceValueofDecimalsReadWriteStandardExpandedWordForms,29.97002997002997,1.2887036178564204,0.724242037037037,0.5995958455857632,2764.14412821863,0.1384517540114478,2.681071302924791,2.576843391485236,2.739976501531445,0.2545700708301168,0.5587165161642658,36.98743537384264,0.9641142063866268,2.270949154735384,2.7042765124663704,2.7861201676422134
"5th Grade Math 3.4, Round Decimals Using Place Value or Place-value Chart",https://www.youtube.com/watch?v=y-qf_h_LmY0,1,5thGradeMath34RoundDecimalsUsingPlaceValueorPlacevalueChart,30.0,1.374645428758455,0.678962962962963,0.6559450365287198,2747.703040533416,0.1586683269951274,2.479983088194852,2.677092488419148,2.572297661447512,0.2440372812568186,0.5021144268991423,39.23467716487937,0.9679653428464348,2.852880811124302,2.9983082284775926,2.8910834680762028
"5th Grade Math 3.5, Model Decimal Addition",https://www.youtube.com/watch?v=HQJ8E5kdgbw,1,5thGradeMath35ModelDecimalAddition,29.90700104493208,1.2702360047399184,0.7266971803920199,0.7916939132353219,1976.791960969809,0.1889530148931447,3.774895446823801,4.09818355875651,4.356934666071791,0.2566274313444118,0.4897890626466799,38.736672995184215,0.9671481941778556,2.509978800981746,2.1180865063868217,4.840561148824527
"5th Grade Math 3.6, Model Decimal Subtraction",https://www.youtube.com/watch?v=_SbKuvv-Jok,1,5thGradeMath36ModelDecimalSubtraction,29.887,1.371637436485822,0.6804519244710632,0.7908897089927563,2037.6167783087485,0.1345049967013112,5.923228162910201,6.049593210484304,6.126023020491234,0.2533352556188603,0.5223883909853878,39.41043993214519,0.9650547981799348,5.234748892956174,2.267336377541877,8.448020280516122
"5th Grade Math 3.11, Word Problem Solving, Add & Subtract Money",https://www.youtube.com/watch?v=MOlyYI6YdH0,1,5thGradeMath311WordProblemSolvingAddSubtractMoney,29.906,1.3814812913822303,0.6786193963307252,0.6368941930431502,2258.1494956152187,0.1727600987967495,2.881139539744191,2.728736188592283,2.577119749218894,0.2473822600823281,0.5426552167881867,43.69497402980387,0.9658254501815924,2.137199533956641,1.923963308148722,1.93678963188533
"5th Grade Math 4.6, Model Decimal by Decimal Multiplication",https://www.youtube.com/watch?v=bVxUqES_-LY,1,5thGradeMath46ModelDecimalbyDecimalMultiplication,30.0,1.336608213857314,0.6947222222222224,1.0755833955245024,2487.3248453207866,0.1380136904216201,3.70170114451386,3.3722701163273032,3.4984716390654262,0.2968220666019306,0.5832363581813927,37.5685370741914,0.9500541217226316,2.7611322297621204,1.956568765576824,2.9060516372902625
"5th Grade Math 5.2, Model Dividing Decimals by Whole Numbers",https://www.youtube.com/watch?v=yIx-yi23Kro,1,5thGradeMath52ModelDividingDecimalsbyWholeNumbers,29.914,1.220677630765426,0.750949016811155,0.8678630090813954,2215.452290555629,0.1118019859881089,5.376096768505113,6.163074881102966,6.108040094882829,0.2817089453740571,0.5128631733020872,38.82865598017379,0.9601969732010344,6.006661854837608,2.4835109454305258,10.101493301048329
"5th Grade Math 5.3, Estimate Decimal Quotients",https://www.youtube.com/watch?v=Jsu0HRcC40k,1,5thGradeMath53EstimateDecimalQuotients,29.918,1.1252068533221895,0.8203619808673623,0.6794479952761352,2495.438301159654,0.1588313874941986,2.403717777800967,2.0290054784470555,2.4233068924378154,0.2551506058203092,0.5497366094624385,39.80555437732793,0.9717397973973412,2.151063208225719,1.9738878323029612,2.089695985691964
"5th Grade Math 6.2, Model Subtraction with Unlike Denominators",https://www.youtube.com/watch?v=dtGI9E5_0_o,1,5thGradeMath62ModelSubtractionwithUnlikeDenominators,29.899001109877915,1.6277963219944422,0.5759320053330363,0.5445498301250936,2924.4542985742346,0.1415884668775197,4.290868863284308,3.7943232248784944,3.899073622170489,0.272636437194009,0.507556357892629,40.83319233609358,0.9677051801154806,3.459641079142482,2.9126239836757075,4.509849942823477
"5th Grade Math 6.10, Use Properties of Addition to Add Fractions",https://www.youtube.com/watch?v=i5QmUTkD-cQ,1,5thGradeMath610UsePropertiesofAdditiontoAddFractions,29.911,1.0931384193695752,0.8444282139578184,0.9570667104612466,2339.131843171848,0.17361183982326,2.9949727196913645,2.8691470435977053,3.132674313809429,0.3469364091171006,0.7694229662175214,31.99462152845085,0.9571549623914556,2.3306209612495263,2.2783161993288137,2.472316055474769
"5th Grade Math 7.1, Find a Fractional Part of a Group",https://www.youtube.com/watch?v=7ecCApEIoHI,1,5thGradeMath71FindaFractionalPartofaGroup,29.91,1.1655138821237214,0.791991358691459,0.5172968499518816,2306.080665322579,0.1993218748812101,3.923579460325483,3.114173544679716,3.289926834575731,0.257410228894301,0.5354251592598177,39.84482903248731,0.9656685262993304,2.3808229281738975,2.230022794033842,2.1922609253135628
"5th Grade Math 7.2, Model Multiplying Fractions & Whole Numbers",https://www.youtube.com/watch?v=bcB7EKRqP9A,1,5thGradeMath72ModelMultiplyingFractionsWholeNumbers,29.91,1.0313793103448277,0.8887774434414354,0.942362146851695,2672.099072084249,0.1483659157087454,3.834218367110176,3.3861039829950106,3.676494155382784,0.3165597015297806,0.6820859066283972,33.14980307954777,0.954776141469468,4.594734956991358,3.3061139689244055,3.826137301362888
"5th Grade Math 7.5, Compare Fraction Factors & Products",https://www.youtube.com/watch?v=ntQDtwr12tE,1,5thGradeMath75CompareFractionFactorsProducts,29.909,1.1841891668957931,0.7795012392290803,0.6773599306091792,2701.202010912138,0.177980856184,2.88377290932265,2.224977612535244,2.769192063137353,0.2505768224087984,0.5129915815933678,42.890392698396994,0.9643316506156268,2.7598105633003986,2.591874969117403,2.1565538257620394
"5th Grade Math 7.9, Multiply Mixed Numbers",https://www.youtube.com/watch?v=lj6ApYHiaWg,1,5thGradeMath79MultiplyMixedNumbers,29.91,1.1478094019827312,0.8042074942777049,1.13582290563239,2026.1346894086216,0.2027291752520869,2.780821460717684,2.525633794598517,2.636042157284783,0.2452934499776143,0.518091656152065,40.34611495303306,0.9576725603533058,3.26621737631073,2.7422788271552676,2.6362176348159934
"5th Grade Math 8.1, Model to Divide Fractions and Whole Numbers",https://www.youtube.com/watch?v=BA0kznlaVFY,1,5thGradeMath81ModeltoDivideFractionsandWholeNumbers,29.97002997002997,1.446579622756144,0.6452001111111111,0.7462304356033285,2554.216049376709,0.176089603268494,3.3303924908477143,2.849503988392427,3.093946339562651,0.2528313954619763,0.4943401358660466,38.73770992627267,0.9644568122011332,2.966325157481434,3.252098476641517,2.7068447514433114
"5th Grade Math 8.2, Word Problem Solving, Use Multiplication for Fraction Division",https://www.youtube.com/watch?v=bi2CLSuTmcs,1,5thGradeMath82WordProblemSolvingUseMultiplicationforFractionDivision,29.906,1.3518011126564673,0.6869142360348138,0.6307066341888251,2370.7116278804283,0.1703973832539925,7.016373893436334,6.807431382065531,6.498551532401538,0.2574554577125637,0.5001978651360607,37.782054072773406,0.969598470255002,7.095553354049126,3.9577402127928307,2.924897686069127
Moving Coil-Meter & Earpieces - (Lesson 17 of 17 -Physics Form 2 - Topic 6),https://www.youtube.com/watch?v=RdqYqgyaiwI,1,MovingCoilMeterEarpiecesLesson17of17PhysicsForm2Topic6,30.0,0.3662444681825119,2.184333333333333,0.2680733379439578,4456.864132365326,0.6327044000140507,72.49363439766738,67.6030820067668,64.69808955918684,0.1661513566305509,0.3666080420547794,78.28506696739515,0.9905920935439062,12.47624390783237,12.373377232593112,14.382561300487362
Magnetic Tape Pick Recorder & Moving Coil Loudspeaker -(Lesson 16 of 17 -Physics Form 2 Topic 6),https://www.youtube.com/watch?v=UNIQ14Fyjjs,1,MagneticTapePickRecorderMovingCoilLoudspeakerLesson16of17PhysicsForm2Topic6,30.0,0.6705337661646533,1.3049305555555557,0.2490686278998523,4892.20313485557,0.6000796735743489,90.4747062660103,88.35966667986399,85.87453540774196,0.1619640210739183,0.3415899747900072,80.75968563032205,0.9908422366153894,13.406731062850907,15.068582439383487,18.406184684292406
Magnetic Relay & Circuit Breakers -(Lesson 15 of 17 -Physics Form 2 - Topic 6),https://www.youtube.com/watch?v=izeby2uBVAk,1,MagneticRelayCircuitBreakersLesson15of17PhysicsForm2Topic6,30.0,0.4776119402985074,1.675,0.2863662783806877,3838.265973253223,0.6458016451381972,101.42478860475394,99.64062701634089,94.83797958004364,0.1562381691542288,0.2643511080811268,75.45712110695449,0.9904521401151348,11.815592949588078,13.430028378237989,16.06247746673576
A Simple DC Motor -(Lesson 14 of 17 -Physics Form 2 -Topic Magnetic Effect of an Electric Current),https://www.youtube.com/watch?v=dHQ1BFuFmxM,1,ASimpleDCMotorLesson14of17PhysicsForm2TopicMagneticEffectofanElectricCurrent,30.0,0.3084832904884318,2.43125,0.2514015618322567,3732.509263439714,0.6674629103746723,54.98883781032794,50.089581390888895,46.58266864217808,0.1610367917737789,0.3163908375579625,76.11370760646261,0.9920583321584796,10.804845427518993,12.433513890988142,14.918966427901045
Simple Electromagnet - (Lesson 7 of 17 - Physics Form 2 - T6 Magnetic Effect of an Electric Current),https://www.youtube.com/watch?v=IWQMvcq1yv0,0,SimpleElectromagnetLesson7of17PhysicsForm2T6MagneticEffectofanElectricCurrent,30.0,0.2741255901314787,2.7359722222222222,0.2499037381309361,2466.04168365186,0.7391462365798388,82.34627002467101,76.76046163367849,69.47394016749219,0.1412602304685517,0.3123206960844575,70.37508326364178,0.991406999405578,11.015943074938209,13.295239672900916,16.67447467152178
